ADDRESS_X,LATITUDE_X,LONGITUDE_X,AGE,COMMUNITY_COUNCIL_NEIGHBORHOOD,CPD_NEIGHBORHOOD,CRASHDATE,CRASHLOCATION,CRASHSEVERITY,CRASHSEVERITYID,DATECRASHREPORTED,DAYOFWEEK,GENDER,INJURIES,INSTANCEID,LIGHTCONDITIONSPRIMARY,LOCALREPORTNO,MANNEROFCRASH,ROADCONDITIONSPRIMARY,ROADCONTOUR,ROADSURFACE,SNA_NEIGHBORHOOD,TYPEOFPERSON,WEATHER,ZIP
25XX CLIFTON AV,39.128231,-84.520788,18-25,CUF - HEIGHTS,FAIRVIEW,08/20/2018 04:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 04:54:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,C5A23E77-D2F1-4566-BF69-436587BDC120,1 - DAYLIGHT,185011651,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CUF,D - DRIVER,1 - CLEAR,45219
23XX BURNET AV,39.123982,-84.502485,26-30,MOUNT AUBURN,MOUNT  AUBURN,08/28/2018 10:42:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/28/2018 11:04:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,05EB6E2D-AAC9-42C7-A127-22F9D02571AC,1 - DAYLIGHT,185011999,5 - BACKING,01 - DRY,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",MT. AUBURN,D - DRIVER,1 - CLEAR,45219
30XX BURNET AV,39.134566,-84.502036,31-40,AVONDALE,AVONDALE,08/24/2018 10:21:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 10:21:00 AM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,F9887764-0245-4D16-BF1B-C71DBCA72182,1 - DAYLIGHT,185011823,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,1 - CLEAR,45219
1XX E 12TH ST,39.109205,-84.513451,18-25,OTR,OVER-THE-RHINE,08/19/2018 01:55:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/19/2018 02:01:00 AM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,AC923228-A328-4533-AEF5-16505C8D5F6D,4 - DARK - LIGHTED ROADWAY,185011576,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",OVER-THE-RHINE,D - DRIVER,1 - CLEAR,45202
36XX TARPIS AV,39.144291,84.423921,UNKNOWN,N/A,N/A,08/19/2018 10:50:00 AM +0000,10 - DRIVEWAY/ALLEY ACCESS,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 11:12:00 AM +0000,SUN,,1 - NO INJURY / NONE REPORTED,5DCC60F6-68CF-4E92-AB7F-7128C17F39E3,8 - OTHER,185011585,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,9 - OTHER/UNKNOWN,45208
24XX GLENWAY AV,39.105903,-84.553817,61-70,LOWER PRICE HILL,LOWER PRICE  HILL,08/28/2018 08:32:42 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/28/2018 08:35:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,994A3CF5-30A6-4914-9B18-59EE1C05EFDF,1 - DAYLIGHT,185012001,3 - HEAD-ON,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",LOWER PRICE HILL,D - DRIVER,1 - CLEAR,45204
N I75 AT 6-0 MM,39.161787,-84.509824,51-60,CLIFTON,CLIFTON,08/02/2018 05:23:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 05:27:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,2BE9CA4F-03F5-497B-863D-3B34147760D2,1 - DAYLIGHT,185010714,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,2 - CLOUDY,45223
32XX HARRISON AV,39.153939,-84.602978,18-25,WESTWOOD,WESTWOOD,08/03/2018 09:07:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 10:27:53 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,4B74934D-41DF-4BFF-901B-F71483B204DB,4 - DARK - LIGHTED ROADWAY,185010786,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,1 - CLEAR,45211
7XX SYCAMORE ST,39.103745,84.508011,51-60,N/A,N/A,08/11/2018 10:25:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/11/2018 10:25:00 AM +0000,SAT,F - FEMALE,2 - POSSIBLE,FBA9B6BB-B5BC-4AF0-AD85-063118C4B1A8,1 - DAYLIGHT,185011166,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
40XX HAMILTON AV,39.159359,-84.539322,51-60,NORTHSIDE,NORTHSIDE,08/03/2018 01:46:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/03/2018 01:46:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,07CFBF3A-276B-490F-AF8C-B54B68EA6C4F,1 - DAYLIGHT,185010761,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTHSIDE,D - DRIVER,1 - CLEAR,45223
4XX E MARTIN LUTHER KING DR,39.134756,84.498689,18-25,N/A,N/A,08/15/2018 08:59:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 08:59:00 AM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,12380A21-4774-4B9D-A5E6-4F32F15E3A90,1 - DAYLIGHT,185011338,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,2 - CLOUDY,45219
32XX VINE ST,39.137851,84.508773,51-60,N/A,N/A,08/22/2018 11:08:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/22/2018 11:08:00 AM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,8E2AC09F-4BA4-47C3-8BE3-224F8851F41B,1 - DAYLIGHT,185011725,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45220
28XX MONTANA AV,39.148598,84.591993,18-25,N/A,N/A,08/16/2018 06:15:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 06:17:00 AM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,63B10390-D039-4481-9C8C-0D43B96CD34A,2 - DAWN,185011392,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45211
50XX RED BANK EX,39.164471,84.402926,31-40,N/A,N/A,08/07/2018 01:13:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 01:15:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,9A08E50C-9667-4B71-86C1-30741B335D09,4 - DARK - LIGHTED ROADWAY,185010916,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45227
64XX MONTGOMERY RD,39.186152,84.417836,41-50,N/A,N/A,08/11/2018 02:04:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 02:04:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,34982335-2950-4588-9595-9D05BABF9DA9,1 - DAYLIGHT,185011168,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45213
48XX GRAY RD,39.180123,-84.525686,UNKNOWN,SPRING GROVE - WINTON HILLS,WINTON HILLS,08/25/2018 06:07:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/25/2018 06:28:00 AM +0000,SAT,,1 - NO INJURY / NONE REPORTED,54EF425E-FF78-4440-81BB-0691D3FAD495,2 - DAWN,185011865,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLLEGE HILL,D - DRIVER,2 - CLOUDY,45232
47XX ASHTREE DR,39.178861,-84.544716,UNDER 18,NORTHSIDE,NORTHSIDE,08/20/2018 05:16:51 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 04:00:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,61816DD0-E3C1-4C79-A410-B427E4173F6C,1 - DAYLIGHT,185011642,"8 - SIDESWIPE, OPPOSITE DIRECTION",02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLLEGE HILL,D - DRIVER,1 - CLEAR,45223
55XX COLERAIN AV,39.17672,-84.56227,26-30,MOUNT AIRY,MOUNT AIRY,08/27/2018 08:53:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 08:57:00 AM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,B0BDE7E5-F639-4AFE-95BE-A6DB47C88161,1 - DAYLIGHT,185011941,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",MT. AIRY,D - DRIVER,1 - CLEAR,45239
47XX PHYLLIS LN,39.119405,84.419093,31-40,N/A,N/A,08/28/2018 06:10:00 PM +0000,07 - ON RAMP,3 - PROPERTY DAMAGE ONLY (PDO),3,08/28/2018 06:10:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,4BB53001-BC85-48B3-94ED-945888AED7C4,1 - DAYLIGHT,185012027,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45226
6XX WILLIAM HOWARD TAFT RD,39.129049,-84.499425,UNDER 18,WALNUT HILLS,WALNUT HILLS,08/04/2018 07:18:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/04/2018 07:18:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,518609EE-34D9-48E5-B440-BB1F7BAD2B11,1 - DAYLIGHT,185010835,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,2 - CLOUDY,45206
20XX READING RD,39.117307,-84.499023,41-50,WALNUT HILLS,WALNUT HILLS,08/10/2018 08:31:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 08:31:00 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,B3F688F7-AC64-466A-877D-71C239D34CEB,1 - DAYLIGHT,185011089,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WALNUT HILLS,D - DRIVER,2 - CLOUDY,45206
19XX STATE AV,39.118858,84.545561,51-60,N/A,N/A,08/18/2018 05:44:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/18/2018 05:45:00 PM +0000,SAT,M - MALE,3 - NON-INCAPACITATING,A5FFFB6B-AF25-45E3-A08C-362D010CE252,1 - DAYLIGHT,185011558,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45204
N I71 AT 0-9 MM,39.099078,-84.512886,61-70,DOWNTOWN,C. B. D. / RIVERFRONT,08/22/2018 04:33:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 04:34:00 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,CCFF6B07-35B6-47C3-A756-1B6757252BE2,1 - DAYLIGHT,185011745,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",DOWNTOWN,D - DRIVER,1 - CLEAR,45202
43XX SPRING GROVE AV,39.161566,84.527381,18-25,N/A,N/A,08/15/2018 06:05:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 06:07:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,438340AB-06D2-44A6-9831-0108D5D9FE15,1 - DAYLIGHT,185011370,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45232
9XX DELHI AV,39.093584,-84.574464,26-30,SEDAMSVILLE,RIVERSIDE,08/21/2018 06:30:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 10:00:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,ABFB25FA-2117-40A7-BA47-FC4ECAA4D44C,1 - DAYLIGHT,185011727,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",RIVERSIDE,D - DRIVER,1 - CLEAR,45204
6XX WALNUT ST,39.101802,-84.511183,41-50,DOWNTOWN,C. B. D. / RIVERFRONT,08/24/2018 01:15:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/25/2018 09:00:32 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,BA6BBE59-7EC4-49A1-A86A-EEEDB60D6503,1 - DAYLIGHT,185011866,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",DOWNTOWN,D - DRIVER,1 - CLEAR,45202
21XX RIVER RD,39.101191,-84.553011,18-25,LOWER PRICE HILL,LOWER PRICE  HILL,08/20/2018 02:45:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 03:02:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,4668F03C-33E1-4A6A-92D0-74DCE65DA5B1,1 - DAYLIGHT,185011632,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",LOWER PRICE HILL,O - OCCUPANT,4 - RAIN,45204
XX W LIBERTY ST,39.112461,-84.518131,31-40,OTR,OVER-THE-RHINE,08/16/2018 03:07:29 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 04:30:36 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,9EB2B6AA-9166-486E-A960-ABB07AF99B01,1 - DAYLIGHT,185011435,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,OVER-THE-RHINE,D - DRIVER,1 - CLEAR,45202
16XX ROSS AV,39.116184,-84.571371,UNKNOWN,EAST PRICE HILL,EAST PRICE HILL,08/14/2018 02:00:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 02:00:00 AM +0000,TUE,,1 - NO INJURY / NONE REPORTED,3B3096A0-D74C-4AAF-B6E6-B6696BBFC5F7,4 - DARK - LIGHTED ROADWAY,185011280,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EAST PRICE HILL,D - DRIVER,1 - CLEAR,45205
X W MITCHELL AV,39.160935,-84.505985,UNKNOWN,CLIFTON,CLIFTON,08/16/2018 11:20:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 11:23:00 AM +0000,THU,,1 - NO INJURY / NONE REPORTED,4D782DA2-36F1-4798-A9CB-CC0360C6CCA2,1 - DAYLIGHT,185011409,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,4 - RAIN,45217
53XX GLENWAY AV,39.127519,84.604401,41-50,N/A,N/A,08/10/2018 09:20:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 10:00:00 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,43664C28-950F-4A93-8EC6-DA854266282F,1 - DAYLIGHT,185011154,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45238
S I71 AT 3-9 MM,39.136808,-84.488272,41-50,AVONDALE,AVONDALE,08/10/2018 10:50:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/10/2018 11:06:00 PM +0000,FRI,M - MALE,3 - NON-INCAPACITATING,C968778E-328B-4790-B1C8-1D399933B1DF,4 - DARK - LIGHTED ROADWAY,185011140,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,O - OCCUPANT,1 - CLEAR,45229
30XX MADISON RD,39.1523,-84.43165,OVER 70,OAKLEY,OAKLEY,08/24/2018 12:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 12:00:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,133C4302-F1FB-4D7F-9C1B-D90AFAF8F431,1 - DAYLIGHT,185011829,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",OAKLEY,D - DRIVER,1 - CLEAR,45209
7XX N FRED SHUTTLESWORTH CR,39.153697,84.487641,26-30,N/A,N/A,08/22/2018 09:03:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 09:03:00 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,E3ABB1B7-672B-4BD7-8552-7ABCA853BB4A,5 - DARK – ROADWAY NOT LIGHTED,185011758,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45229
16XX CENTRAL PKWY,39.11417,84.52157,51-60,N/A,N/A,08/22/2018 03:28:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 04:51:45 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,050D3396-8E82-43D9-887E-47184F3D77F9,1 - DAYLIGHT,185011741,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
52XX GLENWAY AV,39.123625,-84.603362,51-60,WEST PRICE HILL,WEST PRICE HILL,08/24/2018 06:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 07:00:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,2428D708-8DE1-4C66-AC15-CAF6C41D9BB1,1 - DAYLIGHT,185011803,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WEST PRICE HILL,D - DRIVER,1 - CLEAR,45238
9XX ENRIGHT AV,39.109236,-84.573321,61-70,EAST PRICE HILL,EAST PRICE HILL,08/17/2018 01:30:00 PM +0000,10 - DRIVEWAY/ALLEY ACCESS,2 - INJURY,2,08/17/2018 01:30:00 PM +0000,FRI,M - MALE,2 - POSSIBLE,2F6C4DDD-EB79-4775-A1E4-B824BAB7AA5A,1 - DAYLIGHT,185011487,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EAST PRICE HILL,P - PEDESTRIAN,2 - CLOUDY,45205
48XX RAPID RUN RD,39.110539,84.598877,31-40,N/A,N/A,08/07/2018 05:55:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 06:00:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,C86488F5-4E5C-4C14-B092-6CBA545E1E57,1 - DAYLIGHT,185010976,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45238
37XX PAXTON AV,39.146347,84.430913,UNKNOWN,N/A,N/A,08/27/2018 02:15:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 02:30:00 PM +0000,MON,,1 - NO INJURY / NONE REPORTED,0466AF74-8250-4645-B91F-DE813D9516BF,1 - DAYLIGHT,185011979,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45209
9XX DANA AV,39.152264,-84.483076,61-70,AVONDALE - NORTH AVONDALE,NORTH AVONDALE,08/13/2018 10:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/13/2018 10:45:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,07681602-88A2-4CD7-9306-8815AD1170C4,4 - DARK - LIGHTED ROADWAY,185011274,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,AVONDALE,D - DRIVER,1 - CLEAR,45229
53XX READING RD,39.179747,-84.466132,18-25,BOND HILL,BONDHILL,08/04/2018 03:01:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/04/2018 03:06:00 AM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,C3D60F4D-E35F-4C62-8021-72E0DF097BDE,4 - DARK - LIGHTED ROADWAY,185010796,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,D - DRIVER,1 - CLEAR,45237
57XX BELMONT AV,39.194177,84.551531,18-25,N/A,N/A,08/24/2018 10:00:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 10:05:00 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,802EC96B-5FF9-4B7C-A49B-D7314F4B33ED,1 - DAYLIGHT,185011822,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45224
43XX KELLOGG,39.102401,-84.433302,31-40,EAST END,EAST  END,08/27/2018 11:41:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 11:41:00 AM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,61FF5C25-E188-4557-BBB8-F0BCFF844EA0,1 - DAYLIGHT,185011977,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",LINWOOD,D - DRIVER,2 - CLOUDY,45226
63XX ESTE AV,39.195121,84.489191,26-30,N/A,N/A,08/17/2018 11:18:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 11:18:00 AM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,9D584A55-6110-4785-BD50-7961A413A570,1 - DAYLIGHT,185011482,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45232
48XX READING RD,39.174913,-84.467742,31-40,BOND HILL,BONDHILL,08/18/2018 10:48:00 AM +0000,10 - DRIVEWAY/ALLEY ACCESS,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 10:48:00 AM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,14FD54B3-D477-4FBE-A3C6-BB2E467D3015,1 - DAYLIGHT,185011545,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,D - DRIVER,1 - CLEAR,45237
21XX READING RD,39.332471,84.350221,31-40,N/A,N/A,08/16/2018 03:20:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 03:25:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,577C80C7-C9EB-4716-876E-BDAAF1C371C0,1 - DAYLIGHT,185011431,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45206
32XX VINE ST,39.137411,84.509153,18-25,N/A,N/A,08/17/2018 12:00:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/17/2018 12:03:00 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,81EDF3E6-4BDA-454F-95AF-8135D0137E06,4 - DARK - LIGHTED ROADWAY,185011463,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45220
32XX VINE ST,39.137381,84.509343,51-60,N/A,N/A,08/22/2018 11:08:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/22/2018 11:08:00 AM +0000,WED,M - MALE,2 - POSSIBLE,8E2AC09F-4BA4-47C3-8BE3-224F8851F41B,1 - DAYLIGHT,185011725,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,2 - CLOUDY,45220
